twi_query,intent,twi_response,english_translation,source
"Afeɛ no ano yɛ den paa, dɛn ne emregency dwumadie?",emergency_query,"EYI NE EMERGENCY! Sɛ afeɛ no mpa a, mma no nsuo pii wɔ ne ntin (IV fluids) wɔ clinic ntɛm ara na wankɔtɔ mmetegwee.","The vomiting is very severe, what is the emergency action? THIS IS AN EMERGENCY! If the vomiting doesn't stop, let them give him plenty of intravenous fluids (IV fluids) at the clinic immediately so he doesn't collapse.",WHO Ghana
"Afeɛ no ano yɛ den paa, dɛn ne emergency dwumadie ampa?",emergency_query,"EYI NE EMERGENCY! Sɛ afeɛ no mpa a, mma no nsuo pii wɔ ne ntin (IV fluids) wɔ clinic ntɛm ara na wankɔtɔ mmetegwee.","The vomiting is very severe, what is the emergency action? THIS IS AN EMERGENCY! If the vomiting doesn't stop, let them give him plenty of intravenous fluids (IV fluids) at the clinic immediately so he doesn't collapse.",WHO Ghana
Monya ayaresa ho nkrataa foforo?,general_greeting,Metumi akyerɛ wo cholera ho nsɛm pii. Bisa me biribiara a wopɛ sɛ wuhu fa apɔwmuden ho wɔ saa yareɛ yi ho.,Do you have other medical documents? I can tell you a lot of information about cholera. Ask me anything you want to know about health regarding this disease.,Ghana NLP
Monya ayaresa ho nkrataa foforo ampa?,general_greeting,Metumi akyerɛ wo cholera ho nsɛm pii. Bisa me biribiara a wopɛ sɛ wuhu fa apɔwmuden ho wɔ saa yareɛ yi ho.,Do you have other medical documents? I can tell you a lot of information about cholera. Ask me anything you want to know about health regarding this disease.,Ghana NLP
Moyna ayaresa ho nkrataa foforo?,general_greeting,Metumi akyerɛ wo cholera ho nsɛm pii. Bisa me biribiara a wopɛ sɛ wuhu fa apɔwmuden ho wɔ saa yareɛ yi ho.,Do you have other medical documents? I can tell you a lot of information about cholera. Ask me anything you want to know about health regarding this disease.,Ghana NLP
"Mema wo adwo, chatbot pa",general_greeting,Mema wo adwo paa! Ɛyɛ me anigye sɛ woaba ha. Dɛn nsɛmmisa na mewɔ ma wo nnɛ fa cholera banbɔ ho?,"Good evening, good chatbot. Good evening indeed! It is my pleasure that you are here. What questions do I have for you today about cholera prevention?",Ghana NLP
"Mema wo adwo, chatbot pa wo nim?",general_greeting,Mema wo adwo paa! Ɛyɛ me anigye sɛ woaba ha. Dɛn nsɛmmisa na mewɔ ma wo nnɛ fa cholera banbɔ ho?,"Good evening, good chatbot. Good evening indeed! It is my pleasure that you are here. What questions do I have for you today about cholera prevention?",Ghana NLP
"Mema wo adow, chatbot pa",general_greeting,Mema wo adwo paa! Ɛyɛ me anigye sɛ woaba ha. Dɛn nsɛmmisa na mewɔ ma wo nnɛ fa cholera banbɔ ho?,"Good evening, good chatbot. Good evening indeed! It is my pleasure that you are here. What questions do I have for you today about cholera prevention?",Ghana NLP
Nkurɔfoɔ a wɔwɔ Accra taa nya cholera asuten bere mu?,transmission_query,"Aane, mmeae bi a atwene ne efi dɔɔso wɔ Accra no taa nya cholera wɔ nsutɔ bere mu ɛfiri nsuo a ɛsɛe nti. Ghana Health Service bɔ kɔkɔɔ daa.","Do people in Accra often get cholera during the rainy season? Yes, some areas with blocked drains and filth in Accra often experience cholera in the rainy season due to contaminated water. The Ghana Health Service issues warnings regularly.",Ghana Health Service
Nkurɔfoɔ a wɔwɔ cAcra taa nya cholera asuten bere mu?,transmission_query,"Aane, mmeae bi a atwene ne efi dɔɔso wɔ Accra no taa nya cholera wɔ nsutɔ bere mu ɛfiri nsuo a ɛsɛe nti. Ghana Health Service bɔ kɔkɔɔ daa.","Do people in Accra often get cholera during the rainy season? Yes, some areas with blocked drains and filth in Accra often experience cholera in the rainy season due to contaminated water. The Ghana Health Service issues warnings regularly.",Ghana Health Service
Nkurɔfoɔ a wɔwɔ Accra taa nya cholera asuten bere mu paa?,transmission_query,"Aane, mmeae bi a atwene ne efi dɔɔso wɔ Accra no taa nya cholera wɔ nsutɔ bere mu ɛfiri nsuo a ɛsɛe nti. Ghana Health Service bɔ kɔkɔɔ daa.","Do people in Accra often get cholera during the rainy season? Yes, some areas with blocked drains and filth in Accra often experience cholera in the rainy season due to contaminated water. The Ghana Health Service issues warnings regularly.",Ghana Health Service
Nkurofoo a wowo Accra taa nya cholera asuten bere mu?,transmission_query,"Aane, mmeae bi a atwene ne efi dɔɔso wɔ Accra no taa nya cholera wɔ nsutɔ bere mu ɛfiri nsuo a ɛsɛe nti. Ghana Health Service bɔ kɔkɔɔ daa.","Do people in Accra often get cholera during the rainy season? Yes, some areas with blocked drains and filth in Accra often experience cholera in the rainy season due to contaminated water. The Ghana Health Service issues warnings regularly.",Ghana Health Service
Sɛ me nua nsuo no simma dodo na mmoawa no wu?,prevention_query,Noa wo nsuo no ma ɛrehuru yie bɛyɛ simma baako kɔsi simma nnunum na woanya awerɛhyem sɛ cholera mmoawa no awuwu.,If I boil the water for how many minutes will the bacteria die? Boil your water to a rolling boil for about 1 to 5 minutes to be assured that the cholera bacteria are dead.,WHO Ghana
Sɛ me nua nsuo no simma dodo na mmoawa no wu ɛnte saa?,prevention_query,Noa wo nsuo no ma ɛrehuru yie bɛyɛ simma baako kɔsi simma nnunum na woanya awerɛhyem sɛ cholera mmoawa no awuwu.,If I boil the water for how many minutes will the bacteria die? Boil your water to a rolling boil for about 1 to 5 minutes to be assured that the cholera bacteria are dead.,WHO Ghana
Sɛ me nua nsuo no simma dodo na momawa no wu?,prevention_query,Noa wo nsuo no ma ɛrehuru yie bɛyɛ simma baako kɔsi simma nnunum na woanya awerɛhyem sɛ cholera mmoawa no awuwu.,If I boil the water for how many minutes will the bacteria die? Boil your water to a rolling boil for about 1 to 5 minutes to be assured that the cholera bacteria are dead.,WHO Ghana
Se me nua nsuo no simma dodo na mmoawa no wu?,prevention_query,Noa wo nsuo no ma ɛrehuru yie bɛyɛ simma baako kɔsi simma nnunum na woanya awerɛhyem sɛ cholera mmoawa no awuwu.,If I boil the water for how many minutes will the bacteria die? Boil your water to a rolling boil for about 1 to 5 minutes to be assured that the cholera bacteria are dead.,WHO Ghana
"Nnuru a yɛde chlorine yɛ no, ɛsiw cholera kwan?",prevention_query,"Aane, chlorine tablets te sɛ Aquatabs bɔ nsuo ho ban paa na ɛkum cholera mmoawa biara a ɛwɔ nsuo no mu.","The chemicals made with chlorine, do they prevent cholera? Yes, chlorine tablets like Aquatabs protect water very well and kill any cholera bacteria inside the water.",CDC Ghana
"Nnuru a yɛde chlorine yɛ no, ɛsiw cholera kwan anaa?",prevention_query,"Aane, chlorine tablets te sɛ Aquatabs bɔ nsuo ho ban paa na ɛkum cholera mmoawa biara a ɛwɔ nsuo no mu.","The chemicals made with chlorine, do they prevent cholera? Yes, chlorine tablets like Aquatabs protect water very well and kill any cholera bacteria inside the water.",CDC Ghana
"nNuru a yɛde chlorine yɛ no, ɛsiw cholera kwan?",prevention_query,"Aane, chlorine tablets te sɛ Aquatabs bɔ nsuo ho ban paa na ɛkum cholera mmoawa biara a ɛwɔ nsuo no mu.","The chemicals made with chlorine, do they prevent cholera? Yes, chlorine tablets like Aquatabs protect water very well and kill any cholera bacteria inside the water.",CDC Ghana
"Nnuru a yede chlorine ye no, esiw cholera kwan?",prevention_query,"Aane, chlorine tablets te sɛ Aquatabs bɔ nsuo ho ban paa na ɛkum cholera mmoawa biara a ɛwɔ nsuo no mu.","The chemicals made with chlorine, do they prevent cholera? Yes, chlorine tablets like Aquatabs protect water very well and kill any cholera bacteria inside the water.",CDC Ghana
"Me nana yareɔ paa na ne ho nsuo asa, ɔbɛtumi anom fie ORS?",treatment_query,"Sɛ n'ani da hɔ na ɔbetumi anom a, ma no fie ORS no ntɛm ara bere a moretwɛn ambulance anaa sɛ morekɔ ayaresabea.","My grandparent is very sick and dehydrated, can they drink home-made ORS? If they are conscious and able to swallow, give them the home-made ORS immediately while waiting for an ambulance or traveling to the hospital.",Ghana Ministry of Health
"Me nana yareo paa na ne ho nsuo asa, obetumi anom fie ORS?",treatment_query,"Sɛ n'ani da hɔ na ɔbetumi anom a, ma no fie ORS no ntɛm ara bere a moretwɛn ambulance anaa sɛ morekɔ ayaresabea.","My grandparent is very sick and dehydrated, can they drink home-made ORS? If they are conscious and able to swallow, give them the home-made ORS immediately while waiting for an ambulance or traveling to the hospital.",Ghana Ministry of Health
"Me nana yareɔ paa na ne ho nsuo asa, ɔbɛtumi anom fie ORS anaa?",treatment_query,"Sɛ n'ani da hɔ na ɔbetumi anom a, ma no fie ORS no ntɛm ara bere a moretwɛn ambulance anaa sɛ morekɔ ayaresabea.","My grandparent is very sick and dehydrated, can they drink home-made ORS? If they are conscious and able to swallow, give them the home-made ORS immediately while waiting for an ambulance or traveling to the hospital.",Ghana Ministry of Health
"Sɛ obi anom cholera nsuo, ɛyɛ a ɔbɛyɛ yarefoɔ ntɛm?",transmission_query,Ebia betumi afi ase nnɔnhwerew kakraa bi mu kɔsi nna kakra mu. Nnipa pii yare afiri dwuma yi mu ntɛm.,"If someone drinks cholera water, do they become sick quickly? It can start within a few hours to a few days. Many people become sick from this action quickly.",WHO Ghana
"Se obi anom cholera nsuo, eye a obeye yarefoo ntem?",transmission_query,Ebia betumi afi ase nnɔnhwerew kakraa bi mu kɔsi nna kakra mu. Nnipa pii yare afiri dwuma yi mu ntɛm.,"If someone drinks cholera water, do they become sick quickly? It can start within a few hours to a few days. Many people become sick from this action quickly.",WHO Ghana
"Sɛ obi anom cohlera nsuo, ɛyɛ a ɔbɛyɛ yarefoɔ ntɛm?",transmission_query,Ebia betumi afi ase nnɔnhwerew kakraa bi mu kɔsi nna kakra mu. Nnipa pii yare afiri dwuma yi mu ntɛm.,"If someone drinks cholera water, do they become sick quickly? It can start within a few hours to a few days. Many people become sick from this action quickly.",WHO Ghana
"Sɛ obi anom cholera nsuo, ɛyɛ a ɔbɛyɛ yarefoɔ ntɛm ɛnte saa?",transmission_query,Ebia betumi afi ase nnɔnhwerew kakraa bi mu kɔsi nna kakra mu. Nnipa pii yare afiri dwuma yi mu ntɛm.,"If someone drinks cholera water, do they become sick quickly? It can start within a few hours to a few days. Many people become sick from this action quickly.",WHO Ghana
"Ghana NLP, mo adwuma yi boa paa",general_greeting,Meda wo ase! Ɛyɛ yɛn anigye sɛ yɛde Twi kasa bɛboa ɔmanfoɔ ma wɔanya apɔwmuden afiri cholera ho.,"Ghana NLP, your work helps a lot. Thank you! It is our joy to use the Twi language to help the public gain good health away from cholera.",Ghana NLP
"Ghana NLP, mo adwuma yi boa paa anaa ɛnyɛ saa?",general_greeting,Meda wo ase! Ɛyɛ yɛn anigye sɛ yɛde Twi kasa bɛboa ɔmanfoɔ ma wɔanya apɔwmuden afiri cholera ho.,"Ghana NLP, your work helps a lot. Thank you! It is our joy to use the Twi language to help the public gain good health away from cholera.",Ghana NLP
"Ghnaa NLP, mo adwuma yi boa paa",general_greeting,Meda wo ase! Ɛyɛ yɛn anigye sɛ yɛde Twi kasa bɛboa ɔmanfoɔ ma wɔanya apɔwmuden afiri cholera ho.,"Ghana NLP, your work helps a lot. Thank you! It is our joy to use the Twi language to help the public gain good health away from cholera.",Ghana NLP
Me da wo ase ma mmoaeɛ no,general_greeting,Meda wo ase nso! Kɔ so tena ase asomdwoe mu na bɔ wo ho ban afiri cholera yareɛ ho.,I thank you for the help. Thank you too! Keep staying safe and protect yourself from the cholera disease.,Ghana NLP
Me da wo ase ma mmoaee no,general_greeting,Meda wo ase nso! Kɔ so tena ase asomdwoe mu na bɔ wo ho ban afiri cholera yareɛ ho.,I thank you for the help. Thank you too! Keep staying safe and protect yourself from the cholera disease.,Ghana NLP
Me da wo ase ma mmoaeɛ no ampa?,general_greeting,Meda wo ase nso! Kɔ so tena ase asomdwoe mu na bɔ wo ho ban afiri cholera yareɛ ho.,I thank you for the help. Thank you too! Keep staying safe and protect yourself from the cholera disease.,Ghana NLP
Sɛ me ho yɛ mmerɛ na mefe nsubɛn a ɛwɔ he na menkɔ wɔ Kumasi?,emergency_query,Kɔ Komfo Anokye Teaching Hospital anaa government hospital biara a ɛbɛn wo wɔ Kumasi ntɛm ara! Ɛyɛ emergency!,If I feel weak and vomit rice-water where should I go in Kumasi? Go to Komfo Anokye Teaching Hospital or any government hospital near you in Kumasi immediately! It is an emergency!,Ghana Health Service
Se me ho ye mmere na mefe nsuben a ewo he na menko wo Kumasi?,emergency_query,Kɔ Komfo Anokye Teaching Hospital anaa government hospital biara a ɛbɛn wo wɔ Kumasi ntɛm ara! Ɛyɛ emergency!,If I feel weak and vomit rice-water where should I go in Kumasi? Go to Komfo Anokye Teaching Hospital or any government hospital near you in Kumasi immediately! It is an emergency!,Ghana Health Service
Sɛ me ho yɛ mmerɛ na mefe nsubɛn a ɛwɔ he na menkɔ wɔ Kumais?,emergency_query,Kɔ Komfo Anokye Teaching Hospital anaa government hospital biara a ɛbɛn wo wɔ Kumasi ntɛm ara! Ɛyɛ emergency!,If I feel weak and vomit rice-water where should I go in Kumasi? Go to Komfo Anokye Teaching Hospital or any government hospital near you in Kumasi immediately! It is an emergency!,Ghana Health Service
Sɛ me ho yɛ mmerɛ na mefe nsubɛn a ɛwɔ he na menkɔ wɔ Kumasi ɛnte saa?,emergency_query,Kɔ Komfo Anokye Teaching Hospital anaa government hospital biara a ɛbɛn wo wɔ Kumasi ntɛm ara! Ɛyɛ emergency!,If I feel weak and vomit rice-water where should I go in Kumasi? Go to Komfo Anokye Teaching Hospital or any government hospital near you in Kumasi immediately! It is an emergency!,Ghana Health Service
Ayamtuo a atiridii nnim betumi ayɛ cholera?,symptoms_query,"Aane paa, cholera ayamtuo taa ba a atiridii (fever) kɛseɛ nnim. Ɛno nti hwɛ yie na ma no ORS nsuo.","Can diarrhea without fever be cholera? Yes indeed, cholera diarrhea usually occurs without a high fever. Therefore, be careful and give ORS water.",CDC
Ayamtuo a atiridii nnim betumi aye cholera?,symptoms_query,"Aane paa, cholera ayamtuo taa ba a atiridii (fever) kɛseɛ nnim. Ɛno nti hwɛ yie na ma no ORS nsuo.","Can diarrhea without fever be cholera? Yes indeed, cholera diarrhea usually occurs without a high fever. Therefore, be careful and give ORS water.",CDC
Ayamtuo a atiridii nnim betumi ayɛ cholera anaa?,symptoms_query,"Aane paa, cholera ayamtuo taa ba a atiridii (fever) kɛseɛ nnim. Ɛno nti hwɛ yie na ma no ORS nsuo.","Can diarrhea without fever be cholera? Yes indeed, cholera diarrhea usually occurs without a high fever. Therefore, be careful and give ORS water.",CDC
Ayamtuo a atiridii nnim betumi ayɛ cholear?,symptoms_query,"Aane paa, cholera ayamtuo taa ba a atiridii (fever) kɛseɛ nnim. Ɛno nti hwɛ yie na ma no ORS nsuo.","Can diarrhea without fever be cholera? Yes indeed, cholera diarrhea usually occurs without a high fever. Therefore, be careful and give ORS water.",CDC
Mfifiseɛ betumi de cholera afiri beae a efi guom?,transmission_query,"Aane, mfifiseɛ bɔ efi ne atwene ho na wɔde mmoawa no gu yɛn nnuane so. Eyi nti yɛnkata nnuane so yie bere biara.","Can flies bring cholera from places where waste is dumped? Yes, flies visit waste and drains and then deposit the bacteria onto our food. Therefore, let us cover food well at all times.",WHO Ghana
Mfifisee betumi de cholera afiri beae a efi guom?,transmission_query,"Aane, mfifiseɛ bɔ efi ne atwene ho na wɔde mmoawa no gu yɛn nnuane so. Eyi nti yɛnkata nnuane so yie bere biara.","Can flies bring cholera from places where waste is dumped? Yes, flies visit waste and drains and then deposit the bacteria onto our food. Therefore, let us cover food well at all times.",WHO Ghana
Mfifiseɛ betumi de cholera aifri beae a efi guom?,transmission_query,"Aane, mfifiseɛ bɔ efi ne atwene ho na wɔde mmoawa no gu yɛn nnuane so. Eyi nti yɛnkata nnuane so yie bere biara.","Can flies bring cholera from places where waste is dumped? Yes, flies visit waste and drains and then deposit the bacteria onto our food. Therefore, let us cover food well at all times.",WHO Ghana
Mfifiseɛ betumi de cholera afiri beae a efi guom ɛnte saa?,transmission_query,"Aane, mfifiseɛ bɔ efi ne atwene ho na wɔde mmoawa no gu yɛn nnuane so. Eyi nti yɛnkata nnuane so yie bere biara.","Can flies bring cholera from places where waste is dumped? Yes, flies visit waste and drains and then deposit the bacteria onto our food. Therefore, let us cover food well at all times.",WHO Ghana
Sɛ me ho nni samina a metumi de nsuo kwa ahohoro me nsa?,prevention_query,Nsuo kwa ntaa nkum cholera mmoawa no yie. Fa samina anaa nsofa (ash) fra mu ahoro wo nsa na woanya banbɔ pa.,If I don't have soap can I use water alone to wash my hands? Water alone usually doesn't kill the cholera bacteria effectively. Use soap or mix with ash to wash your hands for proper protection.,CDC Ghana
Sɛ me ho nni samina a metumi de nsuo kwa ahhooro me nsa?,prevention_query,Nsuo kwa ntaa nkum cholera mmoawa no yie. Fa samina anaa nsofa (ash) fra mu ahoro wo nsa na woanya banbɔ pa.,If I don't have soap can I use water alone to wash my hands? Water alone usually doesn't kill the cholera bacteria effectively. Use soap or mix with ash to wash your hands for proper protection.,CDC Ghana
Sɛ me ho nni samina a metumi de nsuo kwa ahohoro me nsa ampa?,prevention_query,Nsuo kwa ntaa nkum cholera mmoawa no yie. Fa samina anaa nsofa (ash) fra mu ahoro wo nsa na woanya banbɔ pa.,If I don't have soap can I use water alone to wash my hands? Water alone usually doesn't kill the cholera bacteria effectively. Use soap or mix with ash to wash your hands for proper protection.,CDC Ghana
Se me ho nni samina a metumi de nsuo kwa ahohoro me nsa?,prevention_query,Nsuo kwa ntaa nkum cholera mmoawa no yie. Fa samina anaa nsofa (ash) fra mu ahoro wo nsa na woanya banbɔ pa.,If I don't have soap can I use water alone to wash my hands? Water alone usually doesn't kill the cholera bacteria effectively. Use soap or mix with ash to wash your hands for proper protection.,CDC Ghana
"Me ho nsuo asa na meyam rekyere me, dɛn aduru na ɛwɔ hɔ?",treatment_query,"Nom ORS nsuo ntɛm ara. Sɛ wo nni bi a, yɛ fie ORS (asikre ne nkyene nsuo) na nom na woanya ahoɔden ansa na woakɔ clinic.","My fluids are gone and my stomach is cramping, what medicine is there? Drink ORS water immediately. If you don't have any, make home-made ORS (sugar and salt water) and drink to gain strength before going to the clinic.",Ghana Ministry of Health
"Me ho nsuo asa na meyam rekeyre me, dɛn aduru na ɛwɔ hɔ?",treatment_query,"Nom ORS nsuo ntɛm ara. Sɛ wo nni bi a, yɛ fie ORS (asikre ne nkyene nsuo) na nom na woanya ahoɔden ansa na woakɔ clinic.","My fluids are gone and my stomach is cramping, what medicine is there? Drink ORS water immediately. If you don't have any, make home-made ORS (sugar and salt water) and drink to gain strength before going to the clinic.",Ghana Ministry of Health
"Me ho nsuo asa na meyam rekyere me, dɛn aduru na ɛwɔ hɔ ampa?",treatment_query,"Nom ORS nsuo ntɛm ara. Sɛ wo nni bi a, yɛ fie ORS (asikre ne nkyene nsuo) na nom na woanya ahoɔden ansa na woakɔ clinic.","My fluids are gone and my stomach is cramping, what medicine is there? Drink ORS water immediately. If you don't have any, make home-made ORS (sugar and salt water) and drink to gain strength before going to the clinic.",Ghana Ministry of Health
"Me ho nsuo asa na meyam rekyere me, den aduru na ewo ho?",treatment_query,"Nom ORS nsuo ntɛm ara. Sɛ wo nni bi a, yɛ fie ORS (asikre ne nkyene nsuo) na nom na woanya ahoɔden ansa na woakɔ clinic.","My fluids are gone and my stomach is cramping, what medicine is there? Drink ORS water immediately. If you don't have any, make home-made ORS (sugar and salt water) and drink to gain strength before going to the clinic.",Ghana Ministry of Health
"Mema wo akye chatbot, ete sɛn?",general_greeting,"Mema wo akye paa! Me ho yɛ, akwaaba. Dɛn nsɛm na wopɛ sɛ mekyerɛ wo fa cholera ho nnɛ?","Good morning chatbot, how is it? Good morning indeed! I am fine, welcome. What information do you want me to show you about cholera today?",Ghana NLP
"Mema wo akye chatbot, ete sɛn ampa?",general_greeting,"Mema wo akye paa! Me ho yɛ, akwaaba. Dɛn nsɛm na wopɛ sɛ mekyerɛ wo fa cholera ho nnɛ?","Good morning chatbot, how is it? Good morning indeed! I am fine, welcome. What information do you want me to show you about cholera today?",Ghana NLP
"Mema wo akye chabtot, ete sɛn?",general_greeting,"Mema wo akye paa! Me ho yɛ, akwaaba. Dɛn nsɛm na wopɛ sɛ mekyerɛ wo fa cholera ho nnɛ?","Good morning chatbot, how is it? Good morning indeed! I am fine, welcome. What information do you want me to show you about cholera today?",Ghana NLP
"Mema wo akye chatbot, ete sen?",general_greeting,"Mema wo akye paa! Me ho yɛ, akwaaba. Dɛn nsɛm na wopɛ sɛ mekyerɛ wo fa cholera ho nnɛ?","Good morning chatbot, how is it? Good morning indeed! I am fine, welcome. What information do you want me to show you about cholera today?",Ghana NLP
"Chatbot, wo tumi kasa Fante mu?",general_greeting,"Aane, metumi te Fante ne Akuapem Twi nso mu kakra efisɛ yɛn nyinaa yɛ Akan. Bisa me cholera ho nsɛm biara.","Chatbot, can you speak Fante? Yes, I can understand Fante and Akuapem Twi a bit as well because we are all Akan. Ask me any questions about cholera.",Ghana NLP
"Chatbot, wo tumi kasa Fante mu paa?",general_greeting,"Aane, metumi te Fante ne Akuapem Twi nso mu kakra efisɛ yɛn nyinaa yɛ Akan. Bisa me cholera ho nsɛm biara.","Chatbot, can you speak Fante? Yes, I can understand Fante and Akuapem Twi a bit as well because we are all Akan. Ask me any questions about cholera.",Ghana NLP
"hCatbot, wo tumi kasa Fante mu?",general_greeting,"Aane, metumi te Fante ne Akuapem Twi nso mu kakra efisɛ yɛn nyinaa yɛ Akan. Bisa me cholera ho nsɛm biara.","Chatbot, can you speak Fante? Yes, I can understand Fante and Akuapem Twi a bit as well because we are all Akan. Ask me any questions about cholera.",Ghana NLP
"Ayamtuo no te sɛ mrose nsuo, ɛho hia clinic?",emergency_query,EYI NE EMERGENCY! Ayamtuo a ɛte sɛ mrose nsuo (rice-water) kyerɛ sɛ cholera no mu yɛ den paa. Kɔ clinic mprepren ara!,"The diarrhea looks like rice water, is the clinic necessary? THIS IS AN EMERGENCY! Diarrhea that looks like rice-water means the cholera is very severe. Go to the clinic right away!",WHO Ghana
"yAamtuo no te sɛ mrose nsuo, ɛho hia clinic?",emergency_query,EYI NE EMERGENCY! Ayamtuo a ɛte sɛ mrose nsuo (rice-water) kyerɛ sɛ cholera no mu yɛ den paa. Kɔ clinic mprepren ara!,"The diarrhea looks like rice water, is the clinic necessary? THIS IS AN EMERGENCY! Diarrhea that looks like rice-water means the cholera is very severe. Go to the clinic right away!",WHO Ghana
"Ayamtuo no te se mrose nsuo, eho hia clinic?",emergency_query,EYI NE EMERGENCY! Ayamtuo a ɛte sɛ mrose nsuo (rice-water) kyerɛ sɛ cholera no mu yɛ den paa. Kɔ clinic mprepren ara!,"The diarrhea looks like rice water, is the clinic necessary? THIS IS AN EMERGENCY! Diarrhea that looks like rice-water means the cholera is very severe. Go to the clinic right away!",WHO Ghana
"Ayamtuo no te sɛ mrose nsuo, ɛho hia clinic anaa ɛnyɛ saa?",emergency_query,EYI NE EMERGENCY! Ayamtuo a ɛte sɛ mrose nsuo (rice-water) kyerɛ sɛ cholera no mu yɛ den paa. Kɔ clinic mprepren ara!,"The diarrhea looks like rice water, is the clinic necessary? THIS IS AN EMERGENCY! Diarrhea that looks like rice-water means the cholera is very severe. Go to the clinic right away!",WHO Ghana
Sɛ yɛtɔ nsuo wɔ kwan ho a ɛbɛtumi ama yɛanya cholera?,transmission_query,"Aane, sɛ nsuo no firi beae a ho nni fĩ anaa yɛanyɛ no yie a, cholera mmoawa betumi atena mu na afra wo ho. Hwɛ nea wotɔ yie.","If we buy water on the street can it cause us to get cholera? Yes, if the water comes from an unhygienic source or wasn't processed well, cholera bacteria can live in it and infect you. Be careful about what you buy.",CDC Ghana
Se yeto nsuo wo kwan ho a ebetumi ama yeanya cholera?,transmission_query,"Aane, sɛ nsuo no firi beae a ho nni fĩ anaa yɛanyɛ no yie a, cholera mmoawa betumi atena mu na afra wo ho. Hwɛ nea wotɔ yie.","If we buy water on the street can it cause us to get cholera? Yes, if the water comes from an unhygienic source or wasn't processed well, cholera bacteria can live in it and infect you. Be careful about what you buy.",CDC Ghana
Sɛ yɛtɔ nsuo wɔ kwan ho a ɛbɛtumi ama yɛanya cholrea?,transmission_query,"Aane, sɛ nsuo no firi beae a ho nni fĩ anaa yɛanyɛ no yie a, cholera mmoawa betumi atena mu na afra wo ho. Hwɛ nea wotɔ yie.","If we buy water on the street can it cause us to get cholera? Yes, if the water comes from an unhygienic source or wasn't processed well, cholera bacteria can live in it and infect you. Be careful about what you buy.",CDC Ghana
Sɛ yɛtɔ nsuo wɔ kwan ho a ɛbɛtumi ama yɛanya cholera ɛnte saa?,transmission_query,"Aane, sɛ nsuo no firi beae a ho nni fĩ anaa yɛanyɛ no yie a, cholera mmoawa betumi atena mu na afra wo ho. Hwɛ nea wotɔ yie.","If we buy water on the street can it cause us to get cholera? Yes, if the water comes from an unhygienic source or wasn't processed well, cholera bacteria can live in it and infect you. Be careful about what you buy.",CDC Ghana
Mɛyɛ deɛn na me fiefoɔ anya atiridii ne ayamtuo?,prevention_query,"Ma wo mpɔtam hɔ nni fĩ, nua wo nsuo, na horo wo nsa daa. Sɛ ayamtuo ba a ma no ORS na kɔ clinic.","What can I do so my family doesn't get fever and diarrhea? Keep your environment clean, boil your water, and wash your hands regularly. If diarrhea occurs give ORS and go to the clinic.",Ghana Ministry of Health
Meye deen na me fiefoo anya atiridii ne ayamtuo?,prevention_query,"Ma wo mpɔtam hɔ nni fĩ, nua wo nsuo, na horo wo nsa daa. Sɛ ayamtuo ba a ma no ORS na kɔ clinic.","What can I do so my family doesn't get fever and diarrhea? Keep your environment clean, boil your water, and wash your hands regularly. If diarrhea occurs give ORS and go to the clinic.",Ghana Ministry of Health
Mɛyɛ deɛn na me fiefoɔ anya atriidii ne ayamtuo?,prevention_query,"Ma wo mpɔtam hɔ nni fĩ, nua wo nsuo, na horo wo nsa daa. Sɛ ayamtuo ba a ma no ORS na kɔ clinic.","What can I do so my family doesn't get fever and diarrhea? Keep your environment clean, boil your water, and wash your hands regularly. If diarrhea occurs give ORS and go to the clinic.",Ghana Ministry of Health
Mɛyɛ deɛn na me fiefoɔ anya atiridii ne ayamtuo paa?,prevention_query,"Ma wo mpɔtam hɔ nni fĩ, nua wo nsuo, na horo wo nsa daa. Sɛ ayamtuo ba a ma no ORS na kɔ clinic.","What can I do so my family doesn't get fever and diarrhea? Keep your environment clean, boil your water, and wash your hands regularly. If diarrhea occurs give ORS and go to the clinic.",Ghana Ministry of Health
ORS paket no yɛ aduru a yɛtɔn no mma?,treatment_query,"Aane, yɛtɔn no wɔ aduruyɛdan (pharmacy) biara, na Ghana Health Service nso de ma kwa wɔ government clinics pii mu.","The ORS packet, is it a medicine that is sold? Yes, it is sold at any pharmacy, and the Ghana Health Service also distributes it for free at many government clinics.",Ghana Health Service
ORS paket no yɛ aduru a yɛtɔn no mma anaa?,treatment_query,"Aane, yɛtɔn no wɔ aduruyɛdan (pharmacy) biara, na Ghana Health Service nso de ma kwa wɔ government clinics pii mu.","The ORS packet, is it a medicine that is sold? Yes, it is sold at any pharmacy, and the Ghana Health Service also distributes it for free at many government clinics.",Ghana Health Service
ORS paket no ye aduru a yeton no mma?,treatment_query,"Aane, yɛtɔn no wɔ aduruyɛdan (pharmacy) biara, na Ghana Health Service nso de ma kwa wɔ government clinics pii mu.","The ORS packet, is it a medicine that is sold? Yes, it is sold at any pharmacy, and the Ghana Health Service also distributes it for free at many government clinics.",Ghana Health Service
ORS pkaet no yɛ aduru a yɛtɔn no mma?,treatment_query,"Aane, yɛtɔn no wɔ aduruyɛdan (pharmacy) biara, na Ghana Health Service nso de ma kwa wɔ government clinics pii mu.","The ORS packet, is it a medicine that is sold? Yes, it is sold at any pharmacy, and the Ghana Health Service also distributes it for free at many government clinics.",Ghana Health Service
